,a01,a02,a03,a04,a05,a06,a07,a08,a09,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,Target
185,1,0,0.84177,0.4346,0.5,0.7616,0.09916,0.9346,-0.37764000000000003,0.8818600000000001,-0.72363,0.6118100000000001,-0.9388200000000001,0.19409,-0.8670899999999999,-0.25527,-0.62869,-0.65612,-0.25105,-0.85654,0.16245,-0.86498,0.51477,-0.66878,0.74895,-0.28903,0.77937,0.07933,0.64135,0.42827,0.31435,0.62447,-0.004220000000000001,0.69409,1
187,1,0,1.0,0.63548,1.0,1.0,0.77123,1.0,-0.33333,1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,-1.0,-0.66667,-1.0,-0.9253600000000001,-1.0,-0.33333,-0.33333,-1.0,0.19235,-1.0,1.0,-1.0,0.0,-1.0,1.0,-0.66667,1
189,1,0,1.0,0.06842999999999999,1.0,0.14211,1.0,0.22108000000000003,1.0,-0.125,1.0,0.39495,1.0,0.48981,1.0,0.58986,-0.375,1.0,1.0,0.0,1.0,0.92001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1
191,1,0,0.64947,-0.07896,0.5826399999999999,-0.1438,-0.13129000000000002,-0.21384,0.29796,0.04403,0.38095999999999997,-0.26339,0.28931,-0.31997,0.034589999999999996,-0.18947,0.20269,-0.29441,0.15195999999999998,-0.29052,0.09512999999999999,-0.31525,0.06556000000000001,-0.26795,0.030039999999999997,-0.25124,-0.00045999999999999996,-0.2321,-0.026119999999999997,-0.21129,-0.04717,-0.1895,0.013359999999999999,-0.27201,1
193,1,0,1.0,0.05149,0.9936299999999999,0.10123,0.96142,0.14756,0.9551299999999999,-0.26496,0.6602600000000001,0.54701,0.8042600000000001,0.25283,0.7378100000000001,0.2738,0.66775,0.28714,0.59615,0.29304,0.52494,0.292,0.45582,0.28476,0.39023,0.27226,0.3293,0.25553000000000003,0.27381,0.23568000000000003,0.22426999999999997,0.21378000000000003,0.18086,0.19083,1
195,1,0,0.9366899999999999,-0.0019,0.60761,0.43204,0.92314,-0.40129000000000004,0.9312299999999999,0.16827999999999999,0.9619700000000001,0.09061,0.9967600000000001,0.08172,0.91586,0.05097,0.8462799999999999,-0.25324,0.87379,-0.14482,0.8487100000000001,0.26133,0.7508100000000001,-0.036410000000000005,0.84547,-0.025889999999999996,0.8729299999999999,-0.02302,0.98544,0.09385,0.78317,-0.10194,0.85841,-0.14725,1
197,1,0,1.0,0.23058,1.0,-0.78509,1.0,-0.10400999999999999,1.0,0.15414,1.0,0.2782,0.9812,-0.06861,1.0,0.0661,0.9580200000000001,-0.18954000000000001,0.8358399999999999,-0.15633,0.9740000000000001,0.03728,0.99624,0.09242,1.0,-0.01253,0.9623799999999999,-0.04597,0.91165,0.03885,1.0,-0.13722,0.9652299999999999,-0.11717000000000001,1
199,1,0,0.79847,0.38265,0.80804,-0.16964,1.0,-0.07653,0.98151,-0.07397999999999999,0.70217,0.20663,0.99745,0.02105,0.98214,0.02487,1.0,-0.13074000000000002,0.95663,0.07717,1.0,0.0019100000000000002,0.9030600000000001,0.30804000000000004,1.0,-0.14540999999999998,1.0,-0.00394,0.75638,0.07908,1.0,-0.1875,1.0,-0.0574,1
201,1,0,1.0,-0.28428000000000003,1.0,-0.25346,0.9462299999999999,-0.35094000000000003,1.0,-0.30566,0.9273600000000001,-0.49057,0.9081799999999999,-0.44118999999999997,0.7572300000000001,-0.58899,0.69748,-0.58019,0.59623,-0.5757899999999999,0.6845899999999999,-0.70975,0.54465,-0.8732700000000001,0.49213999999999997,-0.73333,0.35504,-0.76054,0.26352,-0.7823899999999999,0.16604000000000002,-0.73145,0.13994,-0.7,1
203,1,0,1.0,0.09091,0.95455,-0.09091,0.77273,0.0,1.0,0.0,0.95455,0.0,1.0,0.04545,0.90909,-0.04545,1.0,0.0,1.0,0.0,0.86364,0.09091,0.77273,0.09091,0.90909,0.04545,0.9154100000000001,0.02897,0.95455,0.09091,0.86364,-0.09091,0.86364,0.04545,1
205,1,0,0.91176,-0.08824,0.97059,0.17647000000000002,0.8235299999999999,0.08824,0.91176,-0.029410000000000002,0.97059,-0.17647000000000002,0.97059,0.14706,0.9411799999999999,0.029410000000000002,1.0,0.0,1.0,0.0,0.76471,0.11765,0.88235,0.029410000000000002,0.8529399999999999,0.029410000000000002,0.92663,0.026000000000000002,0.9411799999999999,-0.11765,0.97059,0.058820000000000004,0.91176,0.058820000000000004,1
207,1,0,0.47368000000000005,-0.10525999999999999,0.83781,0.01756,0.83155,0.02615,0.68421,-0.052629999999999996,0.68421,0.0,0.79856,0.05028,0.78315,0.05756,0.84211,0.47368000000000005,1.0,0.052629999999999996,0.7255,0.07631,0.70301,0.08141,0.42105,0.21053000000000002,0.6541899999999999,0.08968,0.52632,-0.21053000000000002,0.6015,0.09534,0.57418,0.09719,1
209,1,0,1.0,0.45455,1.0,0.54545,0.81818,0.63636,1.0,-0.09091,1.0,0.0,0.81818,-0.45455,0.63636,0.27273000000000003,1.0,-0.63636,1.0,-0.27273000000000003,0.90909,-0.45455,1.0,0.0775,1.0,-0.09091,1.0,0.08867,1.0,0.36364,1.0,0.63636,0.72727,0.27273000000000003,1
211,1,0,0.45455,0.09091,0.63636,0.09091,0.27273000000000003,0.18182,0.63636,0.0,0.36364,-0.09091,0.45455,-0.09091,0.48612,-0.013430000000000001,0.63636,-0.18182,0.45455,0.0,0.36364,-0.09091,0.27273000000000003,0.18182,0.36364,-0.09091,0.34442,-0.01768,0.27273000000000003,0.0,0.36364,0.0,0.28985,-0.01832,1
213,1,0,1.0,0.14286,1.0,0.71429,1.0,0.71429,1.0,-0.14286,0.85714,-0.14286,1.0,0.02534,1.0,0.0,0.42857,-0.14286,1.0,0.03617,1.0,-0.28570999999999996,1.0,0.0,0.28570999999999996,-0.28570999999999996,1.0,0.04891,1.0,0.051820000000000005,1.0,0.57143,1.0,0.0,1
215,1,0,0.8703200000000001,0.46971999999999997,0.53945,0.8216100000000001,0.1038,0.95275,-0.38033,0.87916,-0.73939,0.58226,-0.92099,0.16731,-0.8241700000000001,-0.24941999999999998,-0.59383,-0.63342,-0.24011999999999997,-0.82881,0.18823,-0.78699,0.51557,-0.5743,0.6927399999999999,-0.24843,0.69097,0.10484,0.52798,0.39762,0.25974,0.5657300000000001,-0.06738999999999999,0.57552,1
217,1,0,0.9265700000000001,0.04174,0.89266,0.15766,0.86098,0.19791,0.83675,0.36526,0.80619,0.40198,0.76221,0.40552,0.66586,0.4836,0.60101,0.51752,0.53392,0.5218,0.48435,0.5421199999999999,0.42546000000000006,0.55684,0.3334,0.55274,0.26978,0.54214,0.22307,0.5344800000000001,0.14312,0.49123999999999995,0.11573,0.46571,1
219,1,0,0.93537,0.13645,0.93716,0.25359,0.85705,0.38779,0.7903899999999999,0.47126999999999997,0.7235199999999999,0.59942,0.6526,0.75,0.5083,0.7358600000000001,0.41628999999999994,0.82742,0.25539,0.8595200000000001,0.13712,0.85615,0.00494,0.88869,-0.07361000000000001,0.7978,-0.20995,0.78004,-0.33169,0.71454,-0.38532,0.64363,-0.47418999999999994,0.55835,1
221,1,0,0.8062699999999999,0.13069,0.73061,0.24323000000000003,0.64615,0.19038,0.36923,0.45577,0.44793,0.46438999999999997,0.25,0.57308,0.25192,0.37115,0.15215,0.51877,-0.09808,0.575,-0.03462,0.42885,-0.08856,0.44423999999999997,-0.14943,0.40005999999999997,-0.1994,0.34976,-0.23831999999999998,0.29541,-0.26634,0.23895999999999998,-0.23845999999999998,0.31154,1
223,1,0,0.97467,0.13082,0.9412,0.20035999999999998,0.8878299999999999,0.32248000000000004,0.8900899999999999,0.32711,0.8555,0.45216999999999996,0.7229800000000001,0.52284,0.6994600000000001,0.5882,0.58548,0.66893,0.48868999999999996,0.70398,0.44245,0.6815899999999999,0.35289,0.75622,0.26832,0.7621,0.16813,0.78541,0.07497000000000001,0.8043899999999999,-0.02962,0.7770199999999999,-0.10289000000000001,0.74242,1
225,1,0,0.9230799999999999,0.15450999999999998,0.8639899999999999,0.29757,0.72582,0.3679,0.7058800000000001,0.5683,0.57449,0.6271899999999999,0.4327,0.7467600000000001,0.31705,0.67697,0.19128,0.76818,0.04686,0.76171,-0.12064000000000001,0.76969,-0.18479,0.71327,-0.29291,0.65708,-0.38798,0.58553,-0.46798999999999996,0.50131,-0.53146,0.40731999999999996,-0.5623100000000001,0.35095,1
227,1,0,0.8880399999999999,0.38138,0.6592600000000001,0.69431,0.29148,0.87892,-0.06726,0.90135,-0.39597,0.8044100000000001,-0.64574,0.56502,-0.8296,0.26905999999999997,-0.7894,-0.08205,-0.6278,-0.30942,-0.46637,-0.55605,-0.16449,-0.6433800000000001,0.09562000000000001,-0.61055,0.30406,-0.48391999999999996,0.43227,-0.29838000000000003,0.47029,-0.09461,0.42152,0.12555999999999998,1
