,a01,a02,a03,a04,a05,a06,a07,a08,a09,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,Target
338,1,0,0.32789,0.11042,0.1597,0.29308,0.1402,0.74485,-0.25131,0.9199299999999999,-0.16502999999999998,0.26664,-0.6371399999999999,0.24865,-0.9765,-0.00337,-0.23226999999999998,-0.19909000000000002,-0.30522,-0.48886,-0.14426,-0.89991,0.09345,-0.28916,0.28307,-0.1856,0.39599,-0.11498,0.31005,0.056139999999999995,0.21443,0.2054,0.13376,0.26421999999999995,1
339,1,0,0.65845,0.43617,0.44681000000000004,0.7480399999999999,0.05319,0.85106,-0.32027,0.82139,-0.68253,0.52408,-0.84211,0.07111,-0.82811,-0.28723000000000004,-0.47031999999999996,-0.71725,-0.04759,-0.8600200000000001,0.23292,-0.7631600000000001,0.56663,-0.52128,0.743,-0.18645,0.74758,0.23713,0.45185,0.5907100000000001,0.20549,0.76764,-0.18533,0.74356,1
340,1,0,0.19466,0.05725,0.04198,0.25190999999999997,-0.10557000000000001,0.48866000000000004,-0.18320999999999998,-0.18320999999999998,-0.41985,0.061070000000000006,-0.4542,0.0916,-0.16412000000000002,-0.30534,-0.10305,-0.39695,0.18702,-0.17557,0.34012,-0.11953,0.28626,-0.16030999999999998,0.21645,0.24691999999999997,0.03913,0.31092,-0.038169999999999996,0.26336,-0.16794,0.16794,-0.30153,-0.33588,1
341,1,0,0.9800200000000001,0.00075,1.0,0.0,0.98982,-0.00075,0.94721,0.02394,0.977,0.0213,0.97888,0.03073,0.9917,0.02338,0.93929,0.05712999999999999,0.93552,0.05279,0.9773799999999999,0.05524,1.0,0.06241,0.94155,0.08107,0.96709,0.07255,0.95701,0.08088,0.9819,0.08126,0.9724700000000001,0.08616,1
342,1,0,0.8225399999999999,-0.07572000000000001,0.80462,0.00231,0.8751399999999999,-0.01214,0.86821,-0.07514,0.72832,-0.11734000000000001,0.84624,0.050289999999999994,0.83121,-0.07399,0.74798,0.06705,0.7832399999999999,0.06358,0.8676299999999999,-0.0237,0.7884399999999999,-0.06012000000000001,0.74451,-0.0237,0.76717,-0.02731,0.74046,-0.0763,0.70058,-0.0422,0.7843899999999999,0.01214,1
343,1,0,0.35346,-0.13768,0.69387,-0.02423,0.68195,-0.03574,0.5571699999999999,-0.061189999999999994,0.61836,-0.10467,0.6209899999999999,-0.06527000000000001,0.5936100000000001,-0.07289,0.42271000000000003,-0.26409,0.58213,0.04992,0.49736,-0.08771,0.46241000000000004,-0.08989,0.45008000000000004,-0.00564,0.39146,-0.09038,0.35588000000000003,-0.10305999999999998,0.32232,-0.08637,0.28943,-0.083,1
344,1,0,0.76046,0.010920000000000001,0.86335,0.0025800000000000003,0.85821,0.0038399999999999997,0.79988,0.02304,0.81504,0.12068,0.83096,0.00744,0.81815,0.00854,0.8277700000000001,-0.06974,0.76531,0.038810000000000004,0.76979,0.011479999999999999,0.75071,0.012320000000000001,0.7713800000000001,-0.00303,0.70886,0.01375,0.66161,0.008490000000000001,0.66298,0.01484,0.6388699999999999,0.01525,1
345,1,0,0.66667,-0.01366,0.97404,0.06831,0.4959,0.50137,0.75683,-0.0027300000000000002,0.65164,-0.14071,0.40164,-0.48907,0.39208000000000004,0.58743,0.76776,0.31831,0.78552,0.11339,0.47541000000000005,-0.44945,1.0,0.00683,0.60656,0.06967000000000001,0.6865600000000001,0.17088,0.8756799999999999,0.07787000000000001,0.55328,0.2459,0.13934000000000002,0.48086999999999996,1
346,1,0,0.8350799999999999,0.08298,0.73739,-0.14706,0.84349,-0.055670000000000004,0.90441,-0.04622,0.89391,0.1313,0.81197,0.06723,0.7930699999999999,-0.08929,1.0,-0.02101,0.96639,0.06617999999999999,0.87605,0.01155,0.7752100000000001,0.06617999999999999,0.95378,-0.04202,0.8347899999999999,0.00123,1.0,0.12815,0.8666,-0.10714000000000001,0.90546,-0.04307,1
347,1,0,0.9511299999999999,0.00419,0.95183,-0.02723,0.9343799999999999,-0.0192,0.9459,0.016059999999999998,0.9651,0.03281,0.94171,0.0733,0.94625,-0.01326,0.97173,0.0014,0.94834,0.060379999999999996,0.9267,0.08412,0.93124,0.10087,0.9452,0.013609999999999999,0.93522,0.04925,0.9315899999999999,0.08167999999999999,0.94066,-0.00035,0.9148299999999999,0.04712,1
348,1,0,0.94701,-0.00033999999999999997,0.9320700000000001,-0.03227,0.9517700000000001,-0.03431,0.9558399999999999,0.02446,0.94124,0.01766,0.92595,0.04688,0.9395399999999999,-0.01461,0.94837,0.020040000000000002,0.93784,0.013930000000000001,0.91406,0.07677,0.8947,0.06147999999999999,0.9398799999999999,0.03193,0.92489,0.025419999999999998,0.9212,0.02242,0.9245899999999999,0.00442,0.9269700000000001,-0.00577,1
349,1,0,0.9060799999999999,-0.016569999999999998,0.9812200000000001,-0.01989,0.95691,-0.03646,0.85746,0.0011,0.8972399999999999,-0.03315,0.89061,-0.01436,0.9060799999999999,-0.0453,0.91381,-0.00884,0.8077300000000001,-0.12928,0.8872899999999999,0.01215,0.92155,-0.0232,0.9105,-0.02099,0.8914700000000001,-0.0776,0.82983,-0.17238,0.9602200000000001,-0.03757,0.87403,-0.16243,1
350,1,0,0.8471,0.13533,0.73638,-0.06151,0.8787299999999999,0.0826,0.88928,-0.09139,0.78735,0.06677999999999999,0.8066800000000001,-0.00351,0.79262,-0.01054,0.85764,-0.045689999999999995,0.8717,-0.03515,0.81722,-0.0949,0.71002,0.04394,0.86467,-0.15114,0.81147,-0.04822,0.7820699999999999,-0.00703,0.75747,-0.06677999999999999,0.85764,-0.06151,1
