,a01,a02,a03,a04,a05,a06,a07,a08,a09,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,Target
288,1,0,0.87111,0.04326,0.7994600000000001,0.18297,0.9900899999999999,0.29291999999999996,0.89455,-0.08337,0.8859799999999999,-0.02028,0.90446,-0.26724000000000003,0.8941,0.19964,0.88644,-0.046419999999999996,0.84452,-0.009909999999999999,0.97882,-0.34024,0.7895399999999999,-0.25101,0.86661,-0.09193,0.85967,-0.02908,0.78774,-0.041010000000000005,0.75935,0.21811999999999998,0.8823799999999999,0.09193,1
289,1,0,0.74916,0.025490000000000002,0.9899399999999999,0.09792000000000001,0.75855,0.12877,0.7431300000000001,-0.09187999999999999,0.95842,0.02482,0.97921,-0.00469,0.9611,0.10195,0.9148200000000001,0.03756,0.71026,0.02683,0.81221,-0.08048,1.0,0.0,0.71764,-0.01207,0.82271,0.025519999999999998,0.72435,-0.01073,0.90409,0.11066,0.72837,0.0275,1
290,1,0,0.47336999999999996,0.19527,0.06213,-0.18342999999999998,0.62316,0.01006,0.45561999999999997,-0.04438,0.56509,0.01775,0.44675,0.27515,0.7159800000000001,-0.03846,0.55621,0.12426,0.4142,0.11538,0.52767,0.028419999999999997,0.51183,-0.10651,0.47928999999999994,-0.02367,0.46513999999999994,0.03259,0.5355,0.25148000000000004,0.31953000000000004,-0.14497000000000002,0.34615,-0.00296,1
291,1,0,0.59887,0.14689000000000002,0.69868,-0.13935999999999998,0.8512200000000001,-0.13935999999999998,0.80979,0.024480000000000002,0.50471,0.02825,0.6742,-0.0452,0.80791,-0.13748,0.51412,-0.24481999999999998,0.8154399999999999,-0.14313,0.70245,-0.0037700000000000003,0.33333,0.06215,0.56121,-0.33145,0.61444,-0.16837,0.5273100000000001,-0.02072,0.53861,-0.31262,0.6742,-0.22034,1
292,1,0,0.8471299999999999,-0.03397,0.8641200000000001,-0.08492999999999999,0.81953,0.0,0.73673,-0.07643,0.71975,-0.13588,0.74947,-0.11677,0.77495,-0.18684,0.78132,-0.21231,0.6199600000000001,-0.10191,0.79193,-0.15711,0.89384,-0.03397,0.84926,-0.26115,0.74115,-0.23312,0.66242,-0.22293000000000002,0.72611,-0.37792,0.65817,-0.24841,1
293,1,0,0.8777200000000001,-0.08152000000000001,0.83424,0.07337,0.84783,0.040760000000000005,0.77174,-0.02174,0.77174,-0.05707,0.82337,-0.10597999999999999,0.67935,-0.00543,0.8804299999999999,-0.20924,0.83424,0.03261,0.86413,-0.05977999999999999,0.97283,-0.27989,0.85054,-0.1875,0.83705,-0.10211,0.8587,-0.03261,0.78533,-0.1087,0.79076,-0.00543,1
294,1,0,0.7470399999999999,-0.13241,0.53755,0.16996,0.72727,0.09486,0.69565,-0.11067,0.66798,-0.23518000000000003,0.87945,-0.1917,0.73715,0.0415,0.63043,-0.00395,0.63636,-0.11857999999999999,0.7924899999999999,-0.25296,0.66403,-0.28656,0.67194,-0.10474000000000001,0.61847,-0.12040999999999999,0.6007899999999999,-0.20949,0.37549,0.06917000000000001,0.6106699999999999,-0.01383,1
295,1,0,0.46785,0.11308,0.5898,0.00665,0.55432,0.06874,0.47894,-0.13969,0.52993,0.0133,0.63858,-0.16186,0.6784899999999999,-0.033260000000000005,0.54545,-0.13525,0.52993,-0.046560000000000004,0.47894,-0.19512000000000002,0.50776,-0.13525,0.41463,-0.20177,0.5393,-0.11455,0.59867,-0.02882,0.53659,-0.11752,0.56319,-0.04435,1
296,1,0,0.88116,0.27475,0.72125,0.42881,0.61559,0.63662,0.38825,0.90502,0.09831000000000001,0.9612799999999999,-0.20097,0.892,-0.35736999999999997,0.775,-0.6511399999999999,0.6221,-0.78768,0.45535,-0.8185600000000001,0.19095,-0.8394299999999999,-0.08079,-0.7833399999999999,-0.26356,-0.67557,-0.45511,-0.54732,-0.60858,-0.30512,-0.667,-0.19312,-0.75597,1
297,1,0,0.93147,0.29281999999999997,0.7991699999999999,0.5575600000000001,0.5995199999999999,0.71596,0.26203000000000004,0.9265100000000001,0.046360000000000005,0.9674799999999999,-0.23237,0.9513,-0.5592600000000001,0.81018,-0.73329,0.62385,-0.90995,0.36200000000000004,-0.9225399999999999,0.0604,-0.9361799999999999,-0.19838,-0.8319200000000001,-0.46906000000000003,-0.65165,-0.6955600000000001,-0.41223000000000004,-0.85725,-0.1359,-0.93953,0.10007,-0.9482299999999999,1
298,1,0,0.88241,0.30634,0.73232,0.57816,0.34109,0.58527,0.057170000000000006,1.0,-0.09237999999999999,0.9211799999999999,-0.62403,0.71996,-0.69767,0.32558000000000004,-0.8142199999999999,0.41195,-1.0,-0.00775,-0.78973,-0.41085,-0.7690100000000001,-0.45478,-0.5724199999999999,-0.67605,-0.3161,-0.81876,-0.029789999999999997,-0.86841,0.25392,-0.8212700000000001,0.0019399999999999999,-0.81686,1
299,1,0,0.8347899999999999,0.28993,0.6925600000000001,0.47702,0.49233999999999994,0.68381,0.21991,0.86761,-0.08096,0.85011,-0.35558,0.77681,-0.52735,0.58425,-0.7035,0.31290999999999997,-0.75821,0.039389999999999994,-0.71225,-0.15317,-0.58315,-0.39168000000000003,-0.37199,-0.52954,-0.1695,-0.60863,0.08425,-0.61488,0.25164000000000003,-0.48468,0.40591,-0.35339,1
300,1,0,0.9287,0.33164,0.76168,0.62349,0.49305,0.8426600000000001,0.21591999999999997,0.9519299999999999,-0.13956,0.96167,-0.47202,0.8359,-0.7074699999999999,0.6549,-0.87474,0.3675,-0.91814,0.05595,-0.8982399999999999,-0.26173,-0.73969,-0.54069,-0.50757,-0.74735,-0.22323,-0.8612200000000001,0.0781,-0.87159,0.36021,-0.78057,0.59407,-0.6027,1
301,1,0,0.83367,0.31456,0.65541,0.5767100000000001,0.34962,0.70677,0.17293,0.78947,-0.18975999999999998,0.79886,-0.41728999999999994,0.6654100000000001,-0.68421,0.47744,-0.74725,0.19492,-0.7218,-0.04887,-0.6203,-0.28195,-0.49165,-0.53463,-0.26577,-0.66014,-0.0153,-0.69706,0.22708000000000003,-0.64428,0.431,-0.5120600000000001,0.64662,-0.30075,1
302,1,0,0.98455,-0.027360000000000002,0.9805799999999999,-0.04104,1.0,-0.07635,0.9872,0.01456,0.95278,-0.026039999999999997,0.985,-0.07458,0.99382,-0.07149,0.97396,-0.09532,0.97264,-0.12224000000000002,0.9929399999999999,-0.052520000000000004,0.95278,-0.08914,0.97352,-0.08341,0.9665299999999999,-0.12912,0.9346899999999999,-0.14916,0.9713200000000001,-0.15755,0.96778,-0.188,1
303,1,0,0.94052,-0.015309999999999999,0.9417,0.01001,0.94994,-0.014719999999999999,0.95878,-0.0106,0.9464100000000001,-0.0371,0.97173,-0.017669999999999998,0.97055,-0.03887,0.95465,-0.040639999999999996,0.9523,-0.04711,0.94229,-0.02179,0.92815,-0.04417,0.9204899999999999,-0.04476,0.92695,-0.05827,0.9034200000000001,-0.07479,0.91991,-0.07244,0.9204899999999999,-0.0742,1
304,1,0,0.9703200000000001,-0.14384,0.9132399999999999,-0.00228,0.96575,-0.17123,0.9863,0.18265,0.91781,0.00228,0.9360700000000001,-0.08447,0.9132399999999999,-0.00228,0.8675799999999999,-0.08676,0.9703200000000001,-0.21233000000000002,1.0,0.10274000000000001,0.92009,-0.05251,0.92466,0.06849,0.9404299999999999,-0.09252,0.9703200000000001,-0.20090999999999998,0.85388,-0.08676,0.96575,-0.21918,1
305,1,0,0.52542,-0.0339,0.94915,0.08475,0.52542,-0.16949,0.30508,-0.01695,0.50847,-0.13559000000000002,0.64407,0.28814,0.8305100000000001,-0.35593,0.54237,0.01695,0.5593199999999999,0.0339,0.59322,0.30508,0.86441,0.05085,0.40678000000000003,0.15254,0.67287,-0.00266,0.6610199999999999,-0.0339,0.8305100000000001,-0.15254,0.76271,-0.10169,1
306,1,0,0.33333,-0.25,0.44443999999999995,0.22221999999999997,0.38889,0.16667,0.41667,0.13889,0.5,-0.11110999999999999,0.54911,-0.08442999999999999,0.58333,0.33333,0.55556,0.027780000000000003,0.25,-0.19444,0.47222,-0.055560000000000005,0.52778,-0.027780000000000003,0.38889,0.08333,0.41543,-0.14256,0.19444,-0.13889,0.36924,-0.14809,0.08333,-0.5,1
